Latitude,Longitude,Limitation de Vitesse
43.6713263,7.2030054,30
43.6713257,7.2031058,30
43.6713014,7.203201,30
43.6712581,7.2032767,30
43.671202,7.2033515,30
43.671078,7.2034885,30
43.6738504,7.1990899,50
43.673949,7.1990161,50
43.6740547,7.1989605,50
43.6741701,7.198916,50
43.6742696,7.1988971,50
43.6743502,7.1988885,50
43.6982554,7.2871946,50
43.6982634,7.287109,50
43.6880254,7.2961319,30
43.6879987,7.2962254,30
43.6879622,7.2963731,30
43.687895,7.2966814,30
43.7043712,7.3216752,50
43.7042747,7.3217491,50
43.7042076,7.3218144,50
43.7041448,7.3218952,50
43.7040359,7.3220629,50
43.7038152,7.32242,50
43.7036973,7.3226346,50
43.7035651,7.322935,50
43.703527,7.3230275,50
43.703263,7.3236474,50
43.7031823,7.3238193,50
43.7030914,7.3239989,50
43.7029448,7.3242539,50
43.7028274,7.3244329,50
43.7027244,7.3245807,50
43.702485,7.324898,50
43.7022674,7.325178,50
43.7052897,7.3337699,30
43.7053051,7.3336764,30
43.7053331,7.3335819,30
43.7053733,7.3334812,30
43.7230013,7.3595862,70
43.7229955,7.359864,70
43.7229086,7.3613746,70
43.722811,7.3629011,70
43.7227784,7.3634088,70
43.7227163,7.3638551,70
43.7226743,7.3640773,70
43.7226208,7.3643162,70
43.7225082,7.3646971,70
43.7223628,7.3650825,70
43.7222566,7.3653312,70
43.7220772,7.3656498,70
43.7218417,7.3660095,70
43.7211736,7.3669453,70
43.7210054,7.3672149,70
43.7209482,7.3673227,70
43.7142378,7.3451717,70
43.7142281,7.3449786,70
43.7141922,7.3447533,70
43.7141621,7.3445843,70
43.7141418,7.3444194,70
43.7141214,7.3441941,70
43.7140943,7.3438172,70
43.7174353,7.3491379,30
43.7174888,7.3491408,30
43.7175933,7.349174,30
43.7176694,7.349213,30
43.7177358,7.3492567,30
43.7178107,7.349325,30
43.7179272,7.3494682,30
43.7184074,7.3502391,30
43.7186191,7.3505831,30
43.7186702,7.3506612,30
43.7233315,7.383693,50
43.7233368,7.3838036,50
43.7233494,7.3839148,50
43.7233628,7.3840239,50
43.7233839,7.3841593,50
43.7234126,7.3843104,50
43.7234395,7.384431,50
43.723465,7.38451,50
43.7234938,7.384583,50
43.7235277,7.384655,50
43.723602,7.384776,50
43.7236758,7.3849015,50
43.7237229,7.3849827,50
43.7237395,7.3850185,50
43.7237722,7.3851014,50
43.7238001,7.3851897,50
43.7238193,7.3852904,50
43.7238363,7.3854233,50
43.7238424,7.3854988,50
43.7238452,7.3855613,50
43.723845,7.3856601,50
43.7238403,7.3857214,50
43.7238334,7.3858044,50
43.7238076,7.3860716,50
43.7237979,7.3861969,50
43.7237882,7.3862733,50
43.7237687,7.3864005,50
43.7237456,7.3864859,50
43.723712,7.3865843,50
43.7236689,7.3867102,50
43.723646,7.3867968,50
43.7236301,7.3868719,50
43.7236181,7.3869565,50
43.7236091,7.3870594,50
43.7236086,7.3871398,50
43.7236111,7.3872324,50
43.7236451,7.3876759,50
43.7236481,7.3877081,50
43.6945376,7.2865769,30
43.6945869,7.286552,30
43.6946467,7.2865399,30
43.6946999,7.2865453,30
43.6950008,7.2865918,30
43.7020634,7.2821945,50
43.7020714,7.2821688,50
43.7021017,7.2820704,50
43.7021213,7.2820069,50
43.7021362,7.2819589,50
43.7022711,7.2815206,50
43.7023735,7.2811884,50
43.7023914,7.2811303,50
43.7023987,7.2811066,50
43.7024161,7.2810503,50
43.7024233,7.2810268,50
43.7024306,7.2810032,50
43.7024463,7.2809523,50
43.7024546,7.2809249,50
43.7024666,7.2808857,50
43.7025604,7.280582,50
43.7026761,7.2802136,50
43.7026921,7.2801647,50
43.7027311,7.2800555,50
43.7008737,7.2819164,20
43.7007336,7.2819307,20
43.7006901,7.2819351,20
43.7016476,7.2835493,50
43.701717,7.2835878,50
43.7024413,7.2839959,50
43.7024972,7.2840302,50
43.7027979,7.2842151,50
43.7028558,7.284248,50
43.7029202,7.2842862,50
43.703395,7.284551,50
43.7034513,7.2845824,50
43.703509,7.2846175,50
43.7038957,7.2848525,50
43.7039456,7.2848828,50
43.70401,7.2849195,50
43.7044932,7.2851947,50
43.7045574,7.2852313,50
43.7046249,7.2852677,50
43.7050647,7.2855048,50
43.7051434,7.2855492,50
43.7018328,7.2876103,50
43.7018473,7.2875647,50
43.7018802,7.2874592,50
43.7019125,7.287357,50
43.7022498,7.2862609,50
43.7022772,7.2861719,50
43.7023022,7.2860894,50
43.7025443,7.2852916,50
43.7025928,7.2851318,50
43.7055417,7.2895319,50
43.7054432,7.2894773,50
43.7016122,7.2818393,30
43.7016721,7.2818406,30
43.7020084,7.2820195,30
43.7020353,7.2820341,30
43.7021017,7.2820704,30
43.7006901,7.2819351,20
43.7007099,7.282181,20
43.7007241,7.2825193,20
43.7007167,7.2827705,20
43.7006958,7.2829718,20
43.7006753,7.2832654,20
43.7006684,7.2833612,20
43.6987487,7.2839717,50
43.6988009,7.2839516,50
43.698844,7.2839456,50
43.6988868,7.2839486,50
43.699305,7.2840334,50
43.7002786,7.2805798,30
43.6998896,7.2808528,30
43.6998647,7.2808707,30
43.6997824,7.2809361,30
43.6996738,7.2810243,30
43.6994004,7.2812575,30
43.6973563,7.2830422,30
43.6973168,7.2828468,30
43.6991795,7.2854727,30
43.6991073,7.2863334,30
43.6991035,7.2863791,30
43.6990954,7.2864629,30
43.6991795,7.2854727,50
43.6991137,7.2854616,50
43.6987357,7.2853883,50
43.6987043,7.2853846,50
43.6985847,7.2853664,50
43.7004374,7.2866859,50
43.7003716,7.2866752,50
43.7000802,7.2866277,50
43.6998568,7.2865913,50
43.6998214,7.2865855,50
43.6997588,7.2865753,50
43.7013374,7.2881465,50
43.7016018,7.2883406,50
43.7016304,7.2883615,50
43.7016688,7.2883897,50
43.70172,7.2884261,50
43.6981395,7.2871241,30
43.6983707,7.2871641,30
43.698336,7.2863865,30
43.6982271,7.2864359,30
43.6981657,7.2864462,30
43.6980669,7.2864382,30
43.6974051,7.2863191,30
43.6973469,7.2863088,30
43.6971734,7.2862811,30
43.6968583,7.2862297,30
43.6967308,7.2861998,30
43.695982,7.2859294,30
43.6959701,7.2859526,30
43.6959622,7.2859855,30
43.6959413,7.2862857,30
43.6959016,7.2866645,30
43.6958942,7.2867511,30
43.6963923,7.2700584,30
43.6964515,7.2701629,30
43.6965522,7.2703103,30
43.6966033,7.2703925,30
43.6966305,7.2704399,30
43.6966638,7.2705127,30
43.6966907,7.2705903,30
43.6967077,7.2706423,30
43.6967166,7.2706736,30
43.6951365,7.2690949,50
43.6951755,7.2691245,50
43.6952158,7.2691424,50
43.695257,7.2691554,50
43.6980644,7.2727785,50
43.698143,7.2727403,50
43.6987224,7.2724108,50
43.6988334,7.2723471,50
43.698848,7.2723387,50
43.6988738,7.2723239,50
43.6989243,7.2722965,50
43.6989855,7.2722636,50
43.6991647,7.2721671,50
43.6996044,7.2719091,50
43.6996375,7.2718897,50
43.6996944,7.2718563,50
43.6993586,7.270885,50
43.6993071,7.2709105,50
43.6986614,7.2712309,50
43.6985871,7.2712665,50
43.6985371,7.2712917,50
43.6979038,7.2716023,50
43.6978607,7.271625,50
43.6977914,7.2716591,50
43.7012106,7.2699473,50
43.701163,7.269971,50
43.700492,7.2703006,50
43.700444,7.2703269,50
43.7004074,7.270347,50
43.7003902,7.2703565,50
43.6999123,7.2706018,50
43.6994288,7.2708491,50
43.6993876,7.2708702,50
43.6993586,7.270885,50
43.7001184,7.2693213,50
43.700053,7.2693582,50
43.6995943,7.2696181,50
43.699557,7.2696382,50
43.6991015,7.2698836,50
43.6990297,7.2699196,50
43.7542929,7.4356625,50
43.7540136,7.4367123,50
43.7059958,7.3010206,50
43.7060427,7.3010539,50
43.7060652,7.3010745,50
43.7051649,7.2909643,50
43.7051601,7.2908932,50
43.7051635,7.2908282,50
43.7051823,7.2907154,50
43.7052394,7.2905409,50
43.7066892,7.2814332,50
43.7066585,7.2814682,50
43.7065805,7.2815572,50
43.7063712,7.281796,50
43.7062605,7.2819594,50
43.7061878,7.282114,50
43.7061562,7.2822164,50
43.7060883,7.2824117,50
43.7069109,7.2807289,50
43.7069108,7.2808829,50
43.706903,7.2809819,50
43.7068849,7.2810721,50
43.7068601,7.2811467,50
43.7068338,7.2812266,50
43.7072122,7.2815766,50
43.7068816,7.2814803,50
43.7068558,7.2814732,50
43.7066892,7.2814332,50
43.7020853,7.2905261,30
43.7019646,7.2903024,30
43.7018542,7.2900964,30
43.7017252,7.2898559,30
43.7016933,7.2897963,30
43.7016592,7.2897332,30
43.7016178,7.2896563,30
43.7012747,7.2890203,30
43.701103,7.2887668,30
43.7010541,7.2886964,30
43.7014085,7.2904072,30
43.701435,7.2904576,30
43.7018385,7.2912245,30
43.7019002,7.2912544,30
43.7019535,7.2912528,30
43.7027311,7.2800555,50
43.7028173,7.2799459,50
43.7030456,7.2792618,50
43.7030601,7.279217,50
43.7030784,7.2791592,50
43.7031185,7.2790427,50
43.7030288,7.278973,50
43.7029859,7.2790972,50
43.7029688,7.2791428,50
43.7027315,7.2798525,50
43.7027201,7.2798854,50
43.7027311,7.2800555,50
43.7001456,7.2782136,50
43.7001716,7.2782272,50
43.7006999,7.2808633,30
43.7008325,7.2804554,30
43.7009663,7.2799991,30
43.700975,7.2799695,30
43.7009871,7.2799285,30
43.7011269,7.2794518,30
43.703038,7.2785015,50
43.7030349,7.2786618,50
43.7030336,7.2787091,50
43.7030357,7.2789105,50
43.7030288,7.278973,50
43.6997114,7.2767281,50
43.699751,7.276617,50
43.7000929,7.2756241,50
43.7002989,7.2750926,50
43.7003425,7.2750309,50
43.7001803,7.2748253,30
43.7002187,7.2747678,30
43.7006192,7.2741679,30
43.7006567,7.2740945,30
43.7006737,7.274052,30
43.7007056,7.2739977,30
43.7009188,7.2736863,30
43.7013722,7.2729883,30
43.7014061,7.2729405,30
43.7014423,7.2728896,30
43.7015079,7.2727883,30
43.701657,7.2725527,30
43.7019871,7.2720313,30
43.6984128,7.2741813,50
43.6983661,7.2742044,50
43.6983389,7.2742181,50
43.6981661,7.2743007,50
43.6979546,7.274403,50
43.6978997,7.2744296,50
43.6978074,7.2744794,50
43.6974175,7.2731042,30
43.6975409,7.2730384,30
43.697806,7.2729081,30
43.6979601,7.272831,30
43.6979946,7.2728136,30
43.6980173,7.2728022,30
43.6980644,7.2727785,30
43.6987588,7.2806551,30
43.6987979,7.2806966,30
43.6988353,7.2807363,30
43.6988465,7.2807628,30
43.6988576,7.2807893,30
43.698861,7.2808285,30
43.69886,7.2808731,30
43.6988426,7.2809154,30
43.6986753,7.2811655,30
43.6985139,7.2813298,30
43.6981998,7.2815806,30
43.697918,7.2818136,30
43.6975919,7.2820476,30
43.6974062,7.2821548,30
43.6973168,7.2828468,50
43.6971268,7.2828889,50
43.6969562,7.2828889,50
43.6968239,7.2828848,50
43.696258,7.2828674,50
43.6957849,7.2828245,50
43.6952191,7.2827789,50
43.6948048,7.2827399,50
43.6945853,7.2827195,50
43.6945254,7.2826973,50
43.6942277,7.2824849,50
43.6973563,7.2830422,50
43.6972808,7.2830643,50
43.6969052,7.2831362,50
43.6968568,7.2831577,50
43.6968126,7.2831823,50
43.6967715,7.2832502,50
43.6967509,7.283308,50
43.6967396,7.2835132,50
43.6978074,7.2744794,50
43.6977408,7.2745138,50
43.6977146,7.2745279,50
43.6976474,7.27453,50
43.6976112,7.2745275,50
43.6975753,7.2745142,50
43.6975388,7.2744428,50
43.697419,7.2740546,50
43.6973297,7.2737651,50
43.6971445,7.2731739,50
43.6971165,7.2731444,50
43.6970255,7.2731141,50
43.6957046,7.2702755,30
43.6956528,7.2702773,30
43.6951893,7.2702945,30
43.69514,7.2702938,30
43.6956859,7.2696563,30
43.6956265,7.2696594,30
43.6951823,7.269683,30
43.6951359,7.2696827,30
43.6951729,7.2740331,50
43.6951633,7.2734244,50
43.6951581,7.2727702,50
43.6951577,7.2727178,50
43.6951492,7.2721439,50
43.6951425,7.2715473,50
43.6951644,7.2713331,50
43.696267,7.270222,30
43.6962096,7.2701762,30
43.6957501,7.26981,30
43.6956881,7.2697606,30
43.7041015,7.2624327,50
43.7038121,7.2624435,50
43.7037581,7.262453,50
43.6987596,7.2690877,50
43.6987429,7.2690355,50
43.6985893,7.2685819,50
43.6982407,7.2675202,50
43.698106,7.2671314,50
43.6980261,7.2669119,50
43.6995896,7.2584263,50
43.6995946,7.2591726,50
43.6995951,7.259249,50
43.6995957,7.2593305,50
43.6995986,7.2597091,50
43.6996006,7.2602069,50
43.699601,7.2602961,50
43.699601,7.2603805,50
43.6996011,7.2612729,50
43.6996011,7.261354,50
43.6996021,7.2614312,50
43.6996057,7.2617899,50
43.6996129,7.2622349,50
43.699614,7.2623179,50
43.7030715,7.2639513,50
43.7030762,7.264018,50
43.7031138,7.2645527,50
43.703121,7.2646315,50
43.7015889,7.2639383,50
43.7016591,7.263945,50
43.7025814,7.2639964,50
43.7026157,7.2639985,50
43.7016141,7.2561336,50
43.7015861,7.2560587,50
43.7015596,7.2559871,50
43.7012214,7.2550713,50
43.7011783,7.2549574,50
43.6937061,7.2556413,30
43.6937894,7.2556301,30
43.6946949,7.2553828,30
43.6949763,7.255306,30
43.6950268,7.2552895,30
43.7019815,7.27094,30
43.702015,7.2706021,30
43.7020181,7.2705702,30
43.7020245,7.2704959,30
43.7021278,7.2701297,30
43.7021542,7.269858,30
43.7021567,7.2698259,30
43.7038962,7.2720727,50
43.7039408,7.2720833,50
43.7041699,7.2721802,50
43.7042124,7.272198,50
43.7062666,7.269823,30
43.7062436,7.2697544,30
43.7059699,7.2689387,30
43.7059428,7.268858,30
43.705912,7.2687747,30
43.7055278,7.2676821,30
43.7055109,7.2676205,30
43.705488,7.2675556,30
43.7053173,7.2670797,30
43.7052954,7.2670186,30
43.7052354,7.2649937,30
43.7052344,7.2650484,30
43.705239,7.2650703,30
43.7052447,7.2650886,30
43.7052795,7.2652193,30
43.725106,7.2479941,50
43.725146,7.2481468,50
43.7251781,7.2482863,50
43.7252051,7.248404,50
43.725236,7.2485442,50
43.7175976,7.2133667,90
43.7173769,7.2133295,90
43.7171531,7.2133094,90
43.7169269,7.2133122,90
43.716749,7.2133188,90
43.7166051,7.2133251,90
43.7153109,7.2134249,90
43.7145848,7.213486,90
43.7142411,7.2135089,90
43.7139726,7.2135145,90
43.7137275,7.2135087,90
43.71346,7.2134801,90
43.7131943,7.2134302,90
43.7129487,7.2133638,90
43.712735,7.2132831,90
43.7124892,7.2131738,90
43.712185,7.2130007,90
43.711919,7.2128141,90
43.7116734,7.2126045,90
43.7114178,7.2123582,90
43.7111738,7.2120993,90
43.7107643,7.2116105,90
43.7105185,7.2112968,90
43.7102333,7.2108579,90
43.7101324,7.2106815,90
43.7100172,7.2104602,90
43.709943,7.2103073,90
43.7098202,7.2100381,90
43.7097477,7.2098576,90
43.7096653,7.2096275,90
43.709579,7.2093398,90
43.7095137,7.2090888,90
43.7094577,7.2088642,90
43.7094184,7.2086565,90
43.709387,7.2084815,90
43.7093655,7.2083356,90
43.7093415,7.2081489,90
43.7093219,7.2079551,90
43.7093096,7.2077515,90
43.7093076,7.2074652,90
43.7093145,7.2072278,90
43.7093343,7.2069818,90
43.7093558,7.2067847,90
43.709392,7.2065667,90
43.7094499,7.2063071,90
43.7095106,7.2060596,90
43.7096398,7.205652,90
43.7101361,7.204104,90
43.7102449,7.203598,90
43.7103108,7.2032198,90
43.7103526,7.2029088,90
43.7104097,7.2024836,90
43.7104402,7.202198,90
43.7105095,7.2015488,90
43.7105512,7.2009735,90
43.7105609,7.2006167,90
43.7105551,7.2001876,90
43.7105171,7.1996368,90
43.7104467,7.1992456,90
43.7103741,7.1989474,90
43.7102747,7.1985835,90
43.710016,7.1977653,90
43.7076691,7.1916555,90
43.7082161,7.1928037,90
43.7083379,7.1930982,90
43.708508,7.1935661,90
43.7086615,7.1940237,90
43.7192486,7.2679207,30
43.7187864,7.2674243,30
43.7184628,7.2670483,30
43.7182099,7.2667681,30
43.7181751,7.2667164,30
43.7181426,7.2666547,30
43.7180709,7.2664894,30
43.7180238,7.2663739,30
43.7179527,7.2662245,30
43.7178814,7.2661223,30
43.7178228,7.2660512,30
43.717764,7.2659908,30
43.7176963,7.2659473,30
43.717404,7.2658126,30
43.7171897,7.2657082,30
43.7170449,7.2656549,30
43.716961,7.2656316,30
43.7168976,7.2656214,30
43.7167206,7.2656262,30
43.7163318,7.2656449,30
43.7175882,7.261354,30
43.7175975,7.2614618,30
43.7176452,7.261874,30
43.7176283,7.262035,30
43.7176941,7.2628084,30
43.7176914,7.2628309,30
43.7176835,7.2628973,30
43.7253881,7.2615745,30
43.7253658,7.2614537,30
43.7252883,7.2610747,30
43.7252856,7.2609545,30
43.7253244,7.2608381,30
43.7254006,7.2607012,30
43.7255099,7.2605987,30
43.7256077,7.2605071,30
43.7258976,7.2602982,30
43.726237,7.2600985,30
43.7264461,7.2599385,30
43.726571,7.2597897,30
43.7266966,7.2596011,30
43.7269251,7.2592332,30
43.726994,7.2591311,30
43.7271161,7.2589503,30
43.7271215,7.2588283,30
43.7270787,7.2587044,30
43.7269664,7.2586023,30
43.7268709,7.2585861,30
43.7267344,7.2586033,30
43.7254443,7.2592041,30
43.7253705,7.2592046,30
43.7251285,7.2592062,30
43.7245581,7.2591881,30
43.724337,7.259329,30
43.7243069,7.2593471,30
43.7242747,7.2593592,30
43.7166319,7.2572892,50
43.7166205,7.2573744,50
43.7165978,7.2574526,50
43.7165696,7.2575392,50
43.7164668,7.257866,50
43.7164109,7.2580418,50
43.7163551,7.2581924,50
43.7163035,7.2583487,50
43.7145874,7.2585937,30
43.7145925,7.2586577,30
43.714591,7.2587315,30
43.7146474,7.2603722,30
43.7146766,7.2612201,30
43.7147011,7.2612975,30
43.7147152,7.2613418,30
43.7286523,7.2608911,70
43.7286996,7.2604559,70
43.728781,7.2597289,70
43.7288449,7.2593967,70
43.7288887,7.2592638,70
43.7289652,7.2591167,70
43.7290373,7.2590353,70
43.7291358,7.2589587,70
43.7292357,7.2589122,70
43.7294621,7.2587962,70
43.729592,7.2587235,70
43.7296821,7.2586668,70
43.7297663,7.2585791,70
43.7298114,7.2585179,70
43.7298565,7.2584445,70
43.7299012,7.2583404,70
43.7299369,7.2582098,70
43.7299735,7.2580224,70
43.7300035,7.2578388,70
43.7300262,7.257618,70
43.7300394,7.2574321,70
43.7300407,7.2572004,70
43.7300371,7.2569656,70
43.7300263,7.2568137,70
43.7300118,7.2566566,70
43.7299872,7.2564713,70
43.7299706,7.2563665,70
43.7296855,7.2544877,50
43.7296503,7.2543226,50
43.7296319,7.2542676,50
43.7295983,7.2541825,50
43.7295485,7.2540772,50
43.7295296,7.2540464,50
43.7295136,7.2540282,50
43.7294982,7.2540144,50
43.729466,7.2539865,50
43.7293865,7.254066,50
43.7294603,7.2541104,50
43.7294821,7.2541255,50
43.7295025,7.2541483,50
43.7295209,7.2541717,50
43.7295388,7.2542006,50
43.7295524,7.254224,50
43.7295721,7.2542676,50
43.7295917,7.2543206,50
43.729628,7.2545417,50
43.7288757,7.2546073,50
43.728923,7.2545473,50
43.7289976,7.2544219,50
43.7290378,7.2543682,50
43.7290717,7.25433,50
43.7290979,7.2543065,50
43.7291287,7.2542831,50
43.7291967,7.2542455,50
43.729253,7.2542294,50
43.72931,7.2542236,50
43.7293552,7.2542261,50
43.7294046,7.2542415,50
43.7294487,7.2542623,50
43.7295065,7.2543065,50
43.7295476,7.2543528,50
43.7295854,7.2544225,50
43.729628,7.2545417,50
43.7292855,7.253914,50
43.7292433,7.2539277,50
43.7292073,7.2539453,50
43.7291749,7.2539679,50
43.7291459,7.2539907,50
43.7291037,7.2540336,50
43.7290679,7.2540759,50
43.7290354,7.2541255,50
43.7290021,7.2541808,50
43.7288731,7.2544131,50
43.7286197,7.2548591,50
43.7282784,7.2553211,50
43.7281784,7.2553384,50
43.7279626,7.2553673,50
43.7273933,7.2554496,50
43.7268251,7.2555327,50
43.7266567,7.2555616,50
43.7262926,7.2555698,50
43.7262166,7.2555713,50
43.7261009,7.2555868,50
43.7321209,7.2726746,90
43.7321097,7.2722502,90
43.7315821,7.2559383,90
43.7318805,7.255808,90
43.7328237,7.2553771,90
43.7333909,7.2550939,90
43.7337142,7.2549029,90
43.7339049,7.2547531,90
43.7340633,7.2545956,90
43.7342443,7.254347,90
43.7343874,7.2540997,90
43.7345209,7.2538046,90
43.7346203,7.2535434,90
43.7347185,7.2532122,90
43.7347937,7.2529047,90
43.7349541,7.2520111,90
43.7351023,7.2509965,90
43.7351948,7.2502926,90
43.7352772,7.2494136,90
43.7353245,7.2487036,90
43.7353468,7.2479907,90
43.7353299,7.2471284,90
43.7352823,7.246501,90
43.7352144,7.2458379,90
43.7351187,7.2451354,90
43.7349944,7.2443934,90
43.7347552,7.2444562,90
43.7348775,7.245281,90
43.7349771,7.2460359,90
43.7350397,7.2469886,90
43.7350581,7.2479892,90
